SEQN,RIDSTATR,Gender,Age,Race,EducationLevel,AnnualHouseholdIncome,RatioFIP,LowIncome
96406,2,2,73,3,,8,2.83,1
96827,2,1,73,3,,14,4.41,2
96908,2,2,73,5,,7,2.19,2
97198,2,2,73,3,,3,1.23,1
97412,2,1,73,3,,9,3.39,1
97505,2,1,73,3,,3,0.88,2
97626,2,2,73,3,,5,1.74,1
97662,2,1,73,3,,,,1
97788,2,1,73,5,,14,4.8,1
97832,2,1,73,3,,6,1.97,2
97916,2,2,73,3,,12,,1
98121,2,1,73,3,,8,2.77,2
98258,2,1,73,3,,14,4.93,2
98309,2,2,73,3,,9,3.65,2
98651,2,2,73,4,,15,4.07,2
98853,2,1,73,3,,5,2,2
98903,2,2,73,2,,5,1.18,1
98997,2,1,73,4,,9,3.34,1
99002,2,1,73,5,,5,1.3,2
99333,2,2,73,5,,7,2.43,1
99415,2,2,73,4,,15,5,1
99509,2,2,73,3,,6,1.7,2
99514,2,1,73,4,,14,4.57,1
99533,2,2,73,3,,15,5,2
99630,2,1,73,3,,77,,2
99895,2,1,73,2,,7,2.21,2
99953,2,1,73,4,,4,0.78,1
100424,2,2,73,4,,15,4.27,1
100721,2,2,73,2,,8,1.52,2
100797,1,1,73,3,,7,2.9,2
101200,2,1,73,3,,6,1.72,1
101387,2,2,73,5,,15,5,1
101479,2,2,73,3,,5,1.98,2
101487,2,1,73,2,,8,2.26,1
101631,2,2,73,3,,8,3.04,2
101730,2,1,73,3,,7,2.37,2
101921,1,1,73,3,,5,1.95,1
102397,2,2,73,3,,10,4,1
102489,2,1,73,3,,15,5,2
102629,2,2,73,2,,7,1.72,2
102710,2,2,73,3,,2,0.48,1
102866,2,2,73,3,,15,5,1
102914,2,2,73,5,,15,5,2
93762,2,2,74,1,,3,1,2
93825,2,1,74,3,,6,1.82,1
93826,1,2,74,3,,7,2.33,1
93850,2,2,74,4,,15,4.86,1
93851,2,2,74,3,,14,5,2
94336,2,1,74,2,,6,1.73,2
94483,2,2,74,5,,15,5,1
94586,2,2,74,3,,15,5,2
94652,2,2,74,3,,8,3.19,2
94753,2,2,74,5,,14,5,2
94755,2,2,74,2,,7,1.79,2
94760,2,2,74,4,,3,0.91,1
94780,2,1,74,1,,15,5,1
94898,2,2,74,3,,6,2.48,2
95047,2,1,74,3,,12,,1
95600,2,1,74,5,,7,3.38,2
95627,1,1,74,5,,,,1
95637,2,1,74,3,,7,3.48,1
95795,1,1,74,1,,77,,1
95917,2,2,74,5,,10,3.13,2
96007,1,1,74,3,,4,1.42,2
96181,2,1,74,3,,2,0.62,1
96287,2,2,74,2,,15,5,1
96336,2,1,74,4,,,,2
96404,2,2,74,3,,7,2.46,1
96436,2,1,74,3,,6,0.87,1
96701,2,1,74,2,,4,0.84,1
96713,1,1,74,3,,,,1
96784,2,1,74,1,,3,0.57,1
96841,2,1,74,3,,4,1.37,1
96906,2,1,74,3,,7,2.48,1
97109,2,2,74,3,,6,1.97,1
97171,2,2,74,1,,77,,1
97500,2,2,74,4,,,,2
97642,2,1,74,3,,7,2.3,1
97828,2,1,74,1,,77,,1
97964,2,1,74,4,,3,1,2
98087,2,2,74,3,,7,2.97,1
98110,2,1,74,5,,15,5,1
98211,2,1,74,2,,10,4,2
98498,2,2,74,3,,3,0.77,2
98701,2,2,74,3,,3,1.16,1
98957,2,1,74,3,,7,2.37,1
99133,2,1,74,3,,5,1.68,1
99310,2,2,74,2,,99,,1
99483,2,1,74,3,,4,1.52,2
99575,2,2,74,3,,15,5,1
99698,2,2,74,4,,14,4.8,2
99840,2,2,74,2,,15,5,2
99913,2,1,74,2,,5,1.48,2
99945,2,2,74,5,,14,4.57,1
100219,2,1,74,4,,7,2.32,2
100228,2,2,74,3,,15,5,1
100373,2,1,74,5,,14,3.86,2
100399,2,2,74,3,,6,2.04,2
100486,2,1,74,3,,7,3.46,1
100560,2,2,74,3,,4,1.41,1
100654,2,2,74,3,,7,2.59,1
100831,2,2,74,4,,9,2.39,1
101218,2,1,74,3,,,,2
101323,2,2,74,4,,7,2.13,1
101362,2,2,74,3,,6,2.07,1
101391,2,2,74,3,,5,1.23,1
101432,2,2,74,3,,8,2.99,1
101683,1,2,74,3,,15,5,2
101743,2,1,74,2,,8,1.52,2
101839,2,2,74,5,,7,3.46,2
101840,2,1,74,3,,7,1.71,1
101945,2,1,74,3,,6,1.79,1
102117,2,1,74,5,,,,1
102300,2,1,74,3,,6,1.58,1
93709,2,2,75,4,,2,0.41,1
93983,2,2,75,5,,8,3.08,1
94003,2,2,75,1,,6,2.74,2
94265,2,1,75,5,,13,,1
94286,2,2,75,4,,14,5,2
94421,2,2,75,5,,15,4.62,2
94424,2,2,75,4,,,,2
94425,2,2,75,3,,8,3.08,1
94977,2,2,75,3,,12,,2
95332,2,2,75,4,,5,1.98,2
95495,2,1,75,3,,4,1.49,1
95528,2,2,75,3,,15,5,1
95572,2,1,75,3,,77,,2
95672,2,1,75,4,,15,5,2
95763,2,1,75,3,,4,1.03,2
96185,2,2,75,3,,9,2.79,1
96799,2,1,75,5,,3,0.86,2
96842,2,2,75,3,,4,1.37,1
96902,2,1,75,3,,9,4.56,1
97242,2,1,75,3,,6,1.52,2
97996,2,2,75,5,,12,,1
98634,2,2,75,2,,7,1.19,2
98645,2,2,75,3,,4,1.49,1
98649,2,1,75,3,,14,4.62,1
98815,2,2,75,3,,10,4.01,2
98833,2,2,75,3,,6,1.85,2
98869,2,1,75,5,,4,1.15,1
98959,2,1,75,1,,7,2.49,1
99026,2,2,75,5,,6,1.85,1
99100,2,1,75,4,,3,0.89,1
99293,2,1,75,4,,3,1.15,1
99383,2,2,75,4,,77,,1
99660,2,1,75,3,,15,5,2
100078,1,1,75,3,,14,5,2
100088,2,1,75,1,,15,5,2
100167,2,1,75,1,,,,2
100278,2,2,75,3,,10,4.1,1
100469,2,1,75,3,,6,1.88,2
100856,2,2,75,5,,10,5,1
101022,2,1,75,4,,1,0.21,2
101277,2,1,75,5,,7,2.19,1
101398,2,1,75,3,,9,3.65,1
101402,2,2,75,5,,8,2.59,2
101436,1,1,75,3,,8,2.77,2
101548,2,2,75,3,,15,5,2
101612,2,1,75,4,,15,5,2
101650,1,2,75,1,,12,,2
101687,2,2,75,4,,4,1.06,2
102100,2,2,75,4,,6,1.52,1
102116,2,2,75,4,,15,5,1
102251,2,1,75,1,,8,4.15,2
102365,2,1,75,3,,6,1.85,2
102407,2,2,75,3,,8,3.08,1
102497,2,1,75,3,,8,3.04,2
102598,2,2,75,5,,,,2
102697,2,1,75,4,,15,5,1
102702,2,1,75,3,,6,1.97,2
102904,2,2,75,3,,14,3.04,1
102924,2,2,75,3,,5,1.74,2
102947,2,1,75,4,,8,4.28,1
93861,2,1,76,3,,9,3.8,2
94239,1,2,76,5,,14,5,2
94407,2,2,76,3,,15,5,2
94418,2,2,76,3,,7,2.59,2
94716,2,2,76,3,,5,1.73,1
94818,1,1,76,1,,12,,1
95000,2,2,76,5,,3,0.87,2
95027,2,2,76,5,,1,0.04,1
95236,2,2,76,1,,1,0.1,1
95410,2,1,76,4,,12,,1
95626,2,1,76,1,,5,0.94,2
95717,2,1,76,3,,14,3.61,1
95798,2,2,76,3,,5,1.65,2
95873,2,1,76,3,,6,1.22,1
95939,2,1,76,3,,10,4.01,1
96089,2,1,76,3,,9,3.41,2
96309,2,2,76,5,,15,5,2
96349,2,1,76,3,,7,2.88,2
96727,2,2,76,2,,15,4.06,1
97039,2,1,76,5,,7,2.41,2
97327,2,1,76,4,,7,3.32,1
97390,2,1,76,3,,14,5,1
97708,2,1,76,4,,7,3.29,2
97826,1,1,76,3,,3,0.85,1
97929,2,2,76,3,,6,1.34,1
98106,2,2,76,2,,6,1.54,1
98125,2,2,76,3,,15,5,1
98269,2,1,76,5,,14,3.04,2
98768,2,2,76,4,,2,0.76,2
98844,2,1,76,4,,7,2.08,1
98884,2,1,76,3,,7,2.9,1
98989,2,2,76,3,,2,0.4,1
99068,2,1,76,4,,3,0.89,1
99564,2,2,76,2,,12,5,1
99647,2,1,76,3,,4,1.48,2
100549,2,2,76,3,,,,1
100617,2,1,76,3,,14,4.86,1
100735,2,2,76,2,,6,1.6,2
100800,2,2,76,3,,15,5,1
100840,2,1,76,3,,4,0.73,2
101006,2,1,76,3,,15,5,1
101124,2,1,76,3,,14,5,2
101136,2,1,76,3,,6,1.91,2
101522,2,1,76,3,,8,2.77,1
101587,2,2,76,4,,5,1.18,2
101627,2,2,76,4,,15,5,1
101883,2,1,76,3,,10,4.1,2
101891,1,2,76,4,,4,1.09,2
102494,2,1,76,3,,15,5,1
94175,2,1,77,3,,5,1.46,2
94201,2,1,77,5,,,,1
94464,2,1,77,3,,15,5,1
94600,2,2,77,3,,7,2.88,2
94856,2,2,77,3,,12,,1
95330,2,2,77,4,,77,,2
96370,2,2,77,3,,15,5,2
96389,2,2,77,3,,6,1.76,2
96486,2,1,77,3,,3,0.85,1
96506,1,1,77,3,,8,2.73,1
96569,2,1,77,3,,15,5,2
96815,2,1,77,3,,3,1.07,2
96834,2,1,77,2,,6,2.27,1
96946,2,1,77,1,,8,2.06,1
96973,1,1,77,3,,8,3.04,2
97099,2,2,77,3,,15,5,2
97417,2,2,77,5,,7,2.46,2
97428,2,1,77,3,,7,1.42,1
97597,2,2,77,4,,8,1.52,1
97668,2,1,77,3,,4,1.52,2
97752,2,1,77,3,,15,5,1
98109,2,1,77,5,,99,,2
98536,2,2,77,3,,4,1.64,2
98610,2,1,77,3,,3,1.08,1
98961,2,2,77,1,,7,2.59,1
99011,2,1,77,3,,2,0.58,1
99296,2,2,77,3,,2,0.62,1
99521,2,2,77,4,,15,5,1
99646,1,2,77,3,,8,3.04,2
99726,2,2,77,3,,4,0.62,2
99977,2,2,77,4,,5,1.65,1
100053,2,2,77,5,,9,3.92,1
100235,2,1,77,3,,12,,2
100366,2,1,77,5,,15,5,2
100395,2,2,77,4,,2,0.74,2
100534,2,2,77,5,,,,1
100876,2,1,77,5,,3,0.91,1
101018,2,1,77,3,,9,3.4,1
101466,1,1,77,3,,15,5,2
101597,2,2,77,3,,77,,2
101696,1,2,77,4,,77,,2
101772,2,1,77,4,,14,4.8,2
101785,2,2,77,3,,6,2.32,2
101843,2,2,77,3,,6,1.6,1
101860,2,2,77,5,,4,0.56,1
101924,2,1,77,4,,77,,1
102002,2,1,77,3,,15,5,2
102153,2,2,77,1,,6,2.22,2
102171,2,2,77,5,,7,2.41,1
102214,2,2,77,2,,,,1
102267,2,2,77,4,,5,1.4,1
102480,2,1,77,4,,8,3.08,1
102940,1,2,77,3,,,,2
93886,1,1,78,3,,6,2.57,1
94095,2,2,78,4,,5,1.69,1
94444,2,2,78,4,,7,1.68,1
94838,1,2,78,4,,2,0.75,1
94929,2,1,78,3,,15,5,1
95135,2,1,78,3,,4,1.29,2
95208,2,1,78,1,,7,1.92,1
95238,2,1,78,4,,10,4.4,1
95421,2,1,78,3,,6,2.16,2
95434,2,2,78,2,,6,1.35,1
95566,2,2,78,3,,3,1,1
95615,2,1,78,4,,5,1.65,1
95656,2,1,78,5,,5,1.69,1
95777,2,2,78,3,,4,1.11,1
95780,2,2,78,1,,6,1.97,1
95983,2,2,78,3,,7,3.05,1
96145,2,2,78,3,,15,5,1
96236,2,2,78,4,,3,1.02,2
96639,2,1,78,2,,6,1.54,1
96753,2,1,78,4,,6,2.09,1
96770,2,2,78,3,,6,2.49,1
96796,1,1,78,3,,,,1
96982,1,1,78,4,,14,2.02,1
97221,2,1,78,1,,99,,2
97630,2,2,78,3,,7,2.43,2
97903,2,2,78,3,,9,3.4,1
97980,2,1,78,1,,14,3.29,2
98137,2,2,78,5,,,,2
98568,2,1,78,3,,6,2.04,1
98848,2,2,78,5,,14,5,1
99083,2,1,78,3,,5,1.43,2
99144,2,2,78,4,,10,3.18,1
99148,2,2,78,3,,77,,2
99220,2,2,78,4,,2,0.75,2
99239,2,2,78,3,,4,1.17,1
99501,2,2,78,4,,10,4.31,1
99507,2,2,78,4,,10,2.64,2
99727,2,2,78,3,,8,2.6,2
100118,2,1,78,4,,15,5,2
100581,2,1,78,4,,5,1.46,2
100795,2,1,78,3,,10,4.25,1
101490,2,2,78,3,,4,0.73,2
101690,2,1,78,3,,8,3.08,1
101895,2,2,78,2,,7,1.5,2
102048,2,2,78,2,,4,1.29,1
102301,2,1,78,3,,3,1.02,1
102841,2,1,78,2,,6,2.31,1
94007,2,1,79,4,,8,3.73,1
94077,1,2,79,3,,8,4.15,2
94080,2,2,79,3,,7,2.46,2
94362,2,1,79,3,,9,2.79,1
94541,2,2,79,4,,14,4.56,2
94809,2,2,79,1,,14,1.78,2
95007,2,1,79,3,,6,1.58,2
95553,2,1,79,4,,10,3.95,1
95557,2,2,79,4,,12,,2
95992,2,2,79,3,,3,1.07,2
96252,2,2,79,1,,12,,1
96473,2,1,79,3,,8,3.04,2
96583,2,1,79,4,,13,,2
96614,2,1,79,4,,9,2.94,2
96754,2,2,79,5,,77,,2
96787,2,2,79,3,,7,3.09,2
97608,2,1,79,5,,14,4.57,1
97728,2,1,79,3,,5,1.23,2
98304,2,2,79,3,,7,2.43,1
98417,2,2,79,3,,4,1.17,1
98842,2,1,79,3,,8,3.08,1
99269,2,1,79,3,,5,0.93,2
99397,1,1,79,3,,6,2.03,1
99742,2,1,79,5,,,,1
100113,2,1,79,3,,7,2.59,1
100114,2,1,79,3,,13,,1
100346,2,2,79,5,,2,0.62,2
100425,2,1,79,4,,14,5,1
100509,2,2,79,3,,5,1.26,2
100716,2,2,79,1,,5,1.68,1
100739,2,1,79,3,,7,2.46,1
101351,2,2,79,5,,9,3.92,1
101707,2,2,79,3,,4,1.42,2
101807,2,2,79,5,,9,1.1,1
101949,2,1,79,3,,7,2.9,2
101962,2,1,79,3,,4,1.17,1
102263,2,1,79,3,,7,2.31,1
102271,2,1,79,5,,3,0.87,1
102276,2,2,79,4,,1,0.12,1
102307,2,2,79,3,,,,1
102447,2,2,79,4,,10,4.31,1
102465,2,1,79,5,,7,2.22,2
102493,2,1,79,3,,7,2.13,1
102615,2,1,79,3,,6,1.52,1
102807,2,1,79,4,,15,4.27,1
93768,2,1,80,3,,8,3.04,2
93785,2,2,80,3,,10,5,2
93800,2,2,80,3,,6,2.8,2
93816,2,2,80,2,,1,0,1
93869,2,1,80,3,,12,1.49,1
93892,2,2,80,3,,5,1.65,2
93910,1,1,80,3,,,,1
93930,2,1,80,2,,,,1
93943,1,1,80,3,,14,5,1
93963,2,1,80,3,,6,2.07,2
94026,2,2,80,3,,,,1
94048,2,1,80,3,,6,2.64,1
94051,2,2,80,3,,15,5,1
94055,2,1,80,4,,9,1.58,2
94081,2,1,80,5,,15,5,2
94085,1,2,80,5,,4,0.92,2
94086,2,2,80,3,,5,1.74,1
94096,2,1,80,3,,12,,1
94147,1,1,80,3,,,,2
94154,2,2,80,3,,14,5,1
94204,1,1,80,3,,15,5,2
94210,2,1,80,4,,3,0.86,2
94227,2,1,80,3,,14,5,1
94243,2,1,80,5,,5,1.48,2
94267,2,2,80,5,,15,5,1
94276,2,1,80,5,,8,2.59,2
94298,2,1,80,5,,7,2.46,2
94348,2,1,80,3,,12,,1
94373,2,2,80,3,,6,1.54,2
94381,2,2,80,4,,15,5,1
94404,2,2,80,3,,6,2.07,2
94410,2,2,80,4,,13,,1
94412,2,1,80,1,,3,0.61,2
94420,2,2,80,3,,4,1.33,1
94438,2,1,80,2,,7,2.88,1
94534,2,1,80,3,,5,1.35,1
94535,1,1,80,3,,9,4.98,1
94549,2,1,80,3,,6,1.75,2
94564,2,2,80,2,,6,2.07,1
94571,2,2,80,3,,9,3.4,1
94575,2,2,80,3,,,,2
94581,1,1,80,3,,2,0.69,1
94583,2,1,80,3,,3,1.19,1
94634,2,2,80,3,,6,2.27,1
94704,2,2,80,4,,4,1.27,1
94707,2,1,80,3,,10,4.43,1
94724,2,2,80,3,,3,0.99,2
94750,2,1,80,3,,4,1.1,1
94768,2,1,80,3,,9,3.34,1
94777,2,2,80,3,,9,2.94,2
94779,2,1,80,3,,8,2.84,2
94798,1,2,80,5,,3,0.8,2
94829,2,2,80,3,,10,4.25,1
94847,2,2,80,4,,5,1.17,2
94872,2,1,80,3,,6,1.82,1
94887,2,1,80,3,,,,1
94907,2,2,80,3,,15,5,1
94940,2,2,80,5,,4,1.1,2
94950,2,2,80,3,,7,2.11,1
94955,1,1,80,5,,3,0.8,1
94969,2,1,80,3,,4,1.11,1
94993,2,2,80,3,,2,0.51,1
95001,2,2,80,3,,5,1.4,1
95004,2,1,80,3,,15,5,1
95020,2,2,80,4,,6,2.47,2
95036,2,1,80,3,,8,3.33,1
95068,2,2,80,3,,7,2.9,2
95082,1,1,80,3,,7,1.69,1
95095,2,2,80,3,,5,1.94,1
95101,2,2,80,3,,3,0.65,1
95151,2,2,80,3,,5,1.36,1
95173,2,1,80,4,,9,1,1
95259,2,1,80,3,,,,2
95272,2,2,80,3,,6,2.06,1
95372,2,1,80,3,,9,3.4,1
95378,2,2,80,4,,7,2.19,2
95401,2,2,80,3,,15,5,1
95406,2,1,80,3,,15,5,2
95448,2,1,80,3,,6,2.74,2
95467,2,2,80,3,,4,1.48,1
95471,2,1,80,3,,9,4.98,1
95484,2,1,80,4,,4,1.02,2
95492,2,2,80,3,,6,1.79,1
95526,2,2,80,5,,6,1.58,1
95629,2,2,80,3,,3,0.91,1
95630,2,2,80,4,,4,1.48,1
95651,2,1,80,3,,8,3.08,1
95673,2,1,80,4,,8,2.77,2
95681,2,2,80,3,,10,4.07,2
95687,2,1,80,4,,3,0.95,2
95723,2,2,80,3,,5,1.85,1
95752,2,1,80,2,,5,1.45,1
95813,2,1,80,3,,5,1.36,1
95819,2,1,80,3,,15,5,1
95828,2,1,80,4,,10,3.23,2
95838,2,1,80,1,,6,1.97,2
95846,2,1,80,4,,8,1.52,1
95862,2,1,80,3,,6,1.7,2
95863,2,2,80,4,,99,,1
95866,2,2,80,1,,6,2.32,2
95868,2,1,80,3,,9,2.69,1
95913,2,2,80,3,,15,5,2
95964,2,2,80,3,,7,2.46,2
95987,2,1,80,3,,5,1.77,1
95988,2,1,80,3,,6,1.91,1
95993,2,2,80,3,,2,0.6,1
96016,2,1,80,3,,1,0.09,1
96019,2,2,80,3,,8,3.98,1
96020,2,2,80,3,,7,2.43,2
96027,2,2,80,3,,8,4.12,1
96041,2,1,80,4,,3,0.99,2
96077,2,1,80,3,,99,,1
96167,1,2,80,3,,,,2
96171,2,2,80,3,,4,1.58,1
96172,2,2,80,3,,7,3.48,1
96184,2,1,80,3,,4,0.73,1
96195,2,1,80,3,,6,1.7,1
96210,2,1,80,3,,5,1.81,1
96268,2,1,80,5,,99,,1
96306,2,2,80,4,,7,2.73,2
96335,2,1,80,3,,15,5,1
96342,2,2,80,3,,,,2
96375,2,1,80,3,,77,,1
96409,2,2,80,1,,3,0.61,2
96426,2,1,80,4,,6,2.07,1
96429,1,1,80,3,,12,,1
96451,2,2,80,3,,7,3.09,2
96514,2,2,80,4,,15,5,1
96525,2,1,80,3,,8,2.15,2
96568,2,1,80,3,,8,3.08,2
96592,2,1,80,3,,8,2.99,2
96602,2,1,80,3,,15,5,2
96632,1,2,80,1,,,,2
96654,2,1,80,3,,7,1.78,1
96687,2,2,80,3,,,,1
96704,2,2,80,4,,5,1.98,1
96712,2,2,80,3,,6,1.88,1
96718,2,1,80,3,,3,1.11,1
96720,2,1,80,3,,7,2.43,1
96755,1,2,80,3,,,,1
96775,2,2,80,3,,,,1
96780,2,1,80,3,,12,,1
96785,2,2,80,2,,5,1.18,2
96789,2,2,80,2,,1,0.29,1
96809,2,1,80,4,,3,0.65,1
96855,2,2,80,4,,9,3.34,1
96866,2,1,80,5,,15,5,2
96873,2,2,80,4,,,,2
96878,2,1,80,3,,77,,1
96896,2,2,80,4,,15,4.08,2
96983,2,1,80,3,,5,1.81,2
96985,2,2,80,3,,1,0.29,1
97023,2,2,80,1,,3,0.97,1
97026,2,2,80,3,,4,1.58,1
97058,2,2,80,3,,9,3.34,1
97080,2,2,80,3,,15,5,2
97089,1,2,80,2,,13,,2
97120,2,2,80,3,,15,5,2
97180,2,2,80,3,,7,2.31,2
97188,2,2,80,3,,6,1.82,1
97204,2,2,80,3,,8,3.33,1
97225,2,2,80,3,,14,5,2
97229,2,2,80,3,,7,2.71,2
97237,2,2,80,3,,5,1.74,1
97268,2,1,80,3,,9,3.69,1
97272,2,2,80,4,,3,0.97,2
97274,2,1,80,5,,5,1.66,1
97332,2,2,80,3,,6,1.67,1
97339,2,1,80,3,,3,0.86,1
97353,2,1,80,3,,4,1.66,1
97376,1,2,80,5,,4,1.59,1
97389,2,1,80,4,,5,1.4,1
97397,2,2,80,3,,1,0.15,1
97403,2,1,80,5,,4,0.95,1
97422,2,1,80,3,,7,2.19,1
97455,2,2,80,3,,13,,1
97471,2,2,80,3,,7,2.43,2
97481,2,1,80,1,,7,1.19,1
97488,2,2,80,3,,12,,1
97502,1,1,80,3,,7,2.28,2
97512,2,1,80,3,,15,5,1
97518,2,1,80,3,,5,1.23,2
97523,2,1,80,3,,4,1.44,1
97536,2,1,80,3,,,0.62,1
97606,2,2,80,4,,8,2.77,1
97693,2,1,80,4,,3,0.99,2
97711,2,2,80,3,,15,4.27,1
97713,2,2,80,4,,13,,2
97719,2,1,80,5,,7,3.54,2
97724,2,1,80,3,,4,1.32,1
97769,2,1,80,3,,5,1.35,1
97801,2,1,80,3,,15,5,1
97831,1,1,80,2,,6,1.7,2
97869,2,2,80,3,,7,2.55,1
97887,1,2,80,4,,4,1.28,1
97926,2,1,80,3,,8,2.92,1
97932,1,2,80,1,,4,0.72,2
97947,2,2,80,3,,12,,1
97956,2,1,80,3,,9,1.81,2
97959,2,1,80,3,,6,1.6,2
97985,2,2,80,4,,3,1.15,1
97999,2,2,80,4,,8,2.36,1
98008,2,2,80,3,,15,4.88,2
98019,2,1,80,5,,6,1.34,2
98058,2,2,80,1,,6,1.63,1
98060,2,1,80,3,,6,1.66,1
98062,2,2,80,3,,8,2.92,1
98084,2,2,80,3,,5,1.42,2
98086,1,2,80,3,,3,1.18,1
98095,2,2,80,3,,5,1.89,1
98126,1,1,80,3,,,,1
98133,2,2,80,3,,7,2.88,1
98143,2,2,80,3,,5,1.84,1
98198,2,1,80,3,,6,1.82,1
98205,2,2,80,3,,14,4.56,1
98236,2,2,80,5,,3,1.16,2
98244,2,1,80,3,,,1.2,1
98250,2,1,80,3,,14,5,1
98339,2,1,80,3,,4,1.32,2
98344,2,1,80,3,,8,4.04,1
98347,2,1,80,3,,10,5,2
98366,2,2,80,4,,4,1.1,2
98368,2,1,80,3,,5,1.65,1
98391,2,2,80,3,,,,1
98393,2,2,80,3,,14,4.21,1
98413,2,1,80,5,,3,0.83,2
98423,2,2,80,4,,4,0.91,1
98424,2,1,80,4,,77,,1
98429,2,2,80,3,,6,2.47,2
98457,2,1,80,4,,6,2.2,1
98480,1,1,80,3,,10,4.31,1
98502,2,2,80,3,,6,1.91,2
98517,2,2,80,3,,4,1.28,1
98535,2,2,80,3,,5,1.49,1
98557,2,1,80,4,,4,1.1,1
98599,2,1,80,3,,6,1.79,1
98600,2,1,80,3,,,,1
98648,2,2,80,3,,12,,1
98667,2,2,80,3,,9,4.56,2
98681,2,2,80,4,,2,0.52,2
98690,2,1,80,4,,15,5,1
98742,2,2,80,1,,14,3.06,2
98756,2,1,80,3,,13,,2
98759,2,1,80,1,,77,,2
98827,2,2,80,5,,5,1.95,2
98837,2,1,80,3,,8,2.09,1
98887,1,2,80,3,,10,4.43,2
98898,2,1,80,3,,12,,2
98922,2,1,80,3,,10,5,2
98934,2,2,80,3,,10,4.37,2
98964,2,1,80,3,,3,1.18,2
98987,1,2,80,5,,10,2.79,1
99047,2,2,80,3,,6,2.07,2
99056,2,2,80,3,,4,1.53,1
99069,2,2,80,4,,2,0.68,1
99084,2,2,80,3,,12,,1
99090,1,2,80,3,,7,1.48,2
99101,2,2,80,5,,15,3.04,1
99179,2,2,80,4,,15,5,2
99188,2,1,80,3,,10,3.95,2
99191,2,2,80,3,,5,1.46,2
99209,2,2,80,5,,12,,1
99243,2,1,80,1,,14,1.78,2
99259,2,2,80,5,,4,0.89,2
99309,2,2,80,3,,12,,1
99311,2,1,80,3,,77,,2
99343,2,2,80,4,,14,4.41,2
99348,2,2,80,3,,6,2.55,2
99351,2,1,80,3,,15,4.27,1
99377,2,2,80,2,,15,4.08,2
99380,2,2,80,3,,14,5,2
99381,2,2,80,2,,,,2
99387,2,2,80,3,,15,5,1
99411,1,2,80,3,,12,,2
99437,2,2,80,3,,8,4.12,2
99490,1,1,80,3,,7,2.22,2
99492,2,1,80,3,,6,1.91,1
99518,2,1,80,4,,15,5,1
99524,2,1,80,2,,4,0.91,2
99565,2,1,80,4,,13,,1
99597,2,1,80,3,,9,3.69,2
99604,2,1,80,3,,7,2.16,2
99643,2,2,80,3,,5,1.78,1
99645,2,2,80,4,,3,0.65,1
99682,2,1,80,3,,15,5,1
99683,2,2,80,3,,6,1.6,2
99703,2,2,80,3,,4,1.58,1
99741,2,1,80,3,,7,2.75,1
99743,2,2,80,3,,6,2.06,1
99747,2,2,80,3,,3,1.16,1
99758,2,2,80,3,,7,2.16,1
99774,2,2,80,5,,10,2.85,1
99785,2,2,80,3,,15,5,2
99820,2,1,80,3,,15,3.47,2
99870,2,1,80,3,,12,,2
99906,1,1,80,3,,9,3.34,2
99919,2,1,80,4,,3,1,2
99948,2,2,80,3,,4,1.08,1
99950,2,1,80,4,,2,0.66,1
99957,1,2,80,3,,6,1.28,1
99979,2,2,80,5,,3,0.74,1
99990,2,1,80,3,,99,,1
100010,2,1,80,3,,14,5,2
100079,2,2,80,3,,15,5,2
100083,2,2,80,3,,13,,2
100143,2,2,80,3,,15,5,2
100149,2,2,80,3,,7,2.16,2
100188,2,2,80,3,,5,1.48,1
100252,2,1,80,3,,6,1.69,1
100261,2,2,80,3,,15,4.74,1
100263,1,2,80,3,,7,2.19,2
100309,2,2,80,3,,7,2.88,1
100354,2,2,80,5,,15,5,1
100406,1,2,80,3,,9,2.94,2
100414,2,1,80,3,,7,2.13,2
100453,1,2,80,3,,6,2.65,1
100455,2,1,80,3,,7,2.46,1
100480,2,1,80,2,,,,1
100482,1,1,80,3,,5,1.48,1
100490,2,2,80,3,,8,2.5,1
100497,2,2,80,3,,9,2.32,2
100508,2,2,80,3,,5,1.66,2
100531,2,1,80,5,,3,1.19,1
100586,2,1,80,3,,5,1.36,1
100639,2,2,80,3,,4,1.49,1
100646,2,1,80,3,,7,2.11,1
100674,2,1,80,3,,13,,1
100723,2,1,80,5,,3,0.9,2
100761,2,1,80,3,,10,3.43,1
100762,1,1,80,2,,1,0,2
100805,2,2,80,3,,6,1.75,1
100834,2,1,80,1,,4,1.03,1
100853,2,1,80,1,,10,3.37,1
100875,2,1,80,5,,15,5,2
100905,2,1,80,3,,14,5,2
100909,1,1,80,4,,15,4.25,2
100914,2,2,80,3,,,,2
100918,1,1,80,3,,6,1.66,1
100919,2,1,80,3,,4,1.24,1
100941,2,2,80,4,,4,1.1,1
100963,2,1,80,4,,5,1.29,1
100988,2,1,80,3,,77,,1
101015,2,2,80,3,,14,2.96,2
101036,2,2,80,4,,15,5,2
101063,2,1,80,4,,14,4.56,2
101088,2,2,80,3,,7,2.46,2
101102,2,1,80,3,,4,1.03,1
101120,2,2,80,3,,7,2.75,1
101143,2,1,80,3,,7,2.59,1
101148,2,2,80,4,,77,,1
101176,2,2,80,4,,,,2
101180,2,2,80,3,,10,4.43,1
101183,2,2,80,3,,8,3.33,2
101204,2,1,80,3,,6,2,2
101217,2,1,80,2,,,,1
101239,2,2,80,3,,8,3.08,1
101260,2,2,80,3,,5,1.89,2
