SEQN,RIDSTATR,Gender,Age,Race,EducationLevel,AnnualHouseholdIncome,RatioFIP,LowIncome
93843,2,2,42,2,,15,5,1
93941,2,1,42,5,,15,3.21,2
94471,2,2,42,2,,99,,2
94538,2,1,42,5,,12,,2
94591,2,1,42,3,,8,1.19,2
94594,2,2,42,4,,6,1.26,2
94605,2,1,42,4,,8,3.08,1
94766,2,1,42,4,,15,5,2
94771,2,2,42,3,,15,3.23,2
95035,2,1,42,5,,12,,2
95140,2,2,42,1,,15,4.07,2
95280,2,2,42,3,,12,,2
95362,2,2,42,1,,7,1.5,2
95446,2,1,42,1,,15,3.65,1
95559,2,2,42,3,,6,0.92,2
95607,2,1,42,3,,9,2.08,1
95622,2,2,42,3,,14,2.56,2
95996,2,2,42,4,,7,1.33,2
96067,2,2,42,3,,5,1.08,1
96098,2,1,42,1,,9,2.89,1
96218,1,2,42,4,,14,4.62,2
96240,2,2,42,5,,8,1.35,2
96250,2,1,42,3,,15,5,2
96329,2,2,42,1,,7,1.92,2
96344,2,2,42,1,,1,0.04,1
96399,2,1,42,5,,14,3.04,1
96416,2,2,42,3,,5,0.96,2
96469,2,2,42,1,,15,4.63,1
96868,2,2,42,3,,7,1.46,2
96893,2,1,42,2,,99,,1
97065,2,1,42,4,,7,1.33,2
97569,2,1,42,4,,15,5,1
97701,2,1,42,3,,15,5,2
97822,2,2,42,4,,15,5,2
97915,2,2,42,1,,5,0.45,2
98033,2,2,42,4,,14,2.37,1
98135,2,2,42,3,,3,0.69,2
98292,2,2,42,4,,4,0.73,1
98374,2,2,42,3,,2,0.58,1
98751,2,1,42,5,,9,2.24,1
98778,2,1,42,5,,15,4.17,2
98878,2,2,42,1,,7,1.04,2
99028,2,2,42,1,,5,1.22,1
99113,1,1,42,1,,7,1.73,1
99187,2,1,42,3,,5,0.25,1
99282,2,2,42,4,,5,0.96,1
99291,2,1,42,4,,6,1.54,1
99642,1,2,42,4,,,,1
99839,2,1,42,4,,9,4.98,1
99909,2,1,42,2,,3,0.34,2
99935,2,2,42,1,,14,3.88,1
100047,2,1,42,4,,,,2
100172,2,2,42,3,,15,5,1
100191,2,2,42,3,,6,1.06,2
100216,2,2,42,1,,15,5,1
100638,2,1,42,1,,12,,2
100752,2,1,42,5,,15,5,2
100768,2,2,42,5,,77,,2
100898,2,2,42,3,,,,2
100943,2,2,42,1,,99,,1
100983,2,2,42,5,,10,3.43,2
101014,2,2,42,3,,3,0.63,2
101153,2,1,42,4,,15,5,1
101313,2,2,42,4,,6,0.85,2
101389,2,1,42,5,,15,5,1
101430,2,2,42,5,,15,4.08,2
101521,1,1,42,2,,77,,2
101528,1,1,42,5,,15,5,2
101547,2,2,42,3,,7,1.71,2
101928,2,2,42,4,,8,2.77,1
102041,2,1,42,3,,,,2
102134,2,2,42,3,,3,0.42,1
102179,2,1,42,4,,5,0,1
102207,2,1,42,5,,,,1
102244,2,1,42,4,,15,4.07,1
102369,2,2,42,1,,13,,2
102381,2,1,42,3,,6,0.95,2
102400,2,1,42,1,,10,2.02,1
102526,2,1,42,4,,15,3.03,2
102788,2,2,42,4,,77,,2
102816,2,2,42,2,,7,1.96,2
102892,2,2,42,1,,6,0.91,1
102953,2,1,42,1,,12,,1
93847,2,2,43,1,,1,0.1,2
94190,2,1,43,5,,15,4.07,1
94223,2,2,43,2,,4,0.94,2
94255,2,1,43,1,,14,3.88,1
94266,2,1,43,2,,7,1.29,2
94285,2,1,43,2,,9,2.04,1
94512,2,2,43,1,,7,1.22,2
94566,1,2,43,3,,,,1
94696,2,2,43,3,,8,2.06,1
94706,2,2,43,5,,14,3.73,2
94744,2,1,43,4,,6,1.14,2
94763,2,1,43,4,,15,4.85,1
94764,2,2,43,4,,15,3.4,2
94957,2,1,43,3,,7,2.99,2
95029,2,2,43,4,,6,1.44,1
95278,2,2,43,2,,10,2.95,1
95316,2,1,43,3,,9,2.19,2
95436,2,2,43,1,,8,1.74,2
95595,2,2,43,3,,6,1.04,2
95625,2,1,43,5,,15,4.08,1
95663,2,1,43,1,,7,1.5,2
95748,2,1,43,4,,15,5,1
95991,2,1,43,5,,7,1.67,2
96380,2,1,43,4,,15,5,1
96552,2,1,43,4,,15,3.03,2
96621,1,2,43,1,,,,2
97111,2,1,43,5,,4,0.58,1
97140,2,2,43,1,,6,1.11,1
97266,2,1,43,5,,5,0.59,1
97495,2,2,43,4,,6,1.04,1
97923,2,2,43,3,,4,0.79,1
98034,2,1,43,4,,10,4,1
98054,2,1,43,3,,7,1.67,2
98161,2,2,43,3,,7,1.08,1
98189,2,1,43,3,,12,4.68,1
98548,2,1,43,2,,5,0.68,2
98631,2,2,43,3,,7,1.67,1
98646,2,2,43,1,,4,0.76,1
98708,2,1,43,3,,7,2.88,1
98782,2,2,43,4,,7,2.65,1
98945,2,1,43,3,,6,1.06,1
99160,2,2,43,5,,7,2.16,1
99195,2,1,43,3,,,,1
99358,2,1,43,5,,15,5,1
99495,2,2,43,3,,9,2.08,2
99496,2,2,43,4,,2,0.33,2
99541,2,1,43,4,,7,3.32,1
99772,2,2,43,4,,8,2.92,1
99860,1,2,43,3,,12,,2
100013,2,2,43,5,,77,,2
100137,2,2,43,2,,8,1.79,2
100200,2,2,43,5,,6,0.87,2
100201,2,1,43,3,,6,1.02,1
100288,2,2,43,5,,5,1.15,1
100332,2,1,43,3,,14,2.01,1
100611,2,1,43,1,,14,2.15,2
100622,2,1,43,5,,6,1.22,2
100627,2,2,43,5,,1,0.12,1
100649,2,1,43,3,,7,1.51,1
100816,2,2,43,3,,7,1.22,1
100829,2,1,43,4,,7,1.13,1
101007,2,2,43,3,,6,1.02,1
101549,2,2,43,5,,14,5,1
101594,2,2,43,3,,14,4.41,2
101711,2,1,43,1,,14,1.78,2
101885,2,2,43,3,,14,1.81,2
102020,1,1,43,4,,,,2
102073,2,1,43,3,,7,1.05,1
102181,2,2,43,4,,6,1.14,1
102724,2,1,43,1,,6,2.47,1
102895,2,1,43,4,,99,,1
102923,2,2,43,3,,4,0.95,2
93761,2,1,44,5,,6,1,1
93806,2,1,44,5,,8,1.35,1
94067,2,1,44,1,,7,1.22,2
94319,2,1,44,3,,15,5,1
94337,2,1,44,5,,7,1.13,2
94360,2,1,44,2,,4,1.4,1
94486,2,2,44,4,,3,0.77,1
94731,2,2,44,4,,8,2.03,1
94858,2,2,44,3,,4,0.78,2
94966,2,1,44,5,,6,1.22,1
94997,2,2,44,2,,3,0.25,1
95060,2,2,44,5,,7,1.96,1
95210,2,2,44,3,,15,5,1
95250,2,1,44,5,,15,3.4,2
95366,2,2,44,1,,15,4.78,2
95391,2,2,44,1,,1,0.01,2
95581,2,2,44,5,,8,1.56,1
95652,2,2,44,1,,15,5,2
95662,2,2,44,3,,7,3.01,2
95839,2,1,44,4,,14,2.78,1
96408,2,2,44,4,,10,5,2
96546,2,1,44,3,,14,2.61,2
96547,2,2,44,3,,15,5,2
96646,2,1,44,2,,4,0.41,2
96847,2,2,44,4,,14,2.78,1
96882,2,2,44,5,,2,0.32,2
97019,2,1,44,2,,4,0.66,1
97059,2,1,44,4,,,,1
97073,1,1,44,3,,15,5,1
97095,2,2,44,5,,10,3.49,2
97121,2,2,44,5,,4,0.93,2
97142,2,2,44,1,,7,1.36,1
97191,2,2,44,1,,3,0.41,1
97524,2,2,44,3,,6,1.15,1
97574,2,2,44,5,,6,1,1
97841,2,2,44,3,,15,5,1
97974,2,2,44,5,,12,1.97,2
98238,2,2,44,5,,6,1.02,2
98561,2,1,44,4,,15,5,1
98616,2,2,44,5,,15,5,2
98719,1,2,44,1,,15,4.76,2
98790,2,1,44,5,,6,1.04,2
98872,2,2,44,4,,15,3.4,1
99036,2,1,44,3,,12,,2
99193,2,2,44,5,,15,4.52,2
99237,2,2,44,5,,15,4.25,2
99300,2,2,44,2,,8,1.83,2
99691,2,2,44,1,,15,5,2
99786,2,1,44,3,,1,0.02,2
99834,2,1,44,5,,15,5,1
100189,1,1,44,4,,8,2.73,2
100378,2,2,44,5,,9,3.49,2
100730,2,2,44,3,,8,1.99,2
100733,2,2,44,5,,15,3.04,2
101013,2,2,44,4,,12,,2
101065,2,2,44,1,,5,0.8,2
101107,2,2,44,1,,9,1.58,1
101226,2,1,44,5,,5,1.15,2
101278,2,1,44,5,,7,1.22,1
101416,2,1,44,3,,14,2.52,1
101544,2,2,44,3,,14,4.62,2
101596,2,2,44,4,,15,4.32,2
101761,2,1,44,5,,5,1.15,2
101941,2,2,44,4,,14,3.3,1
101965,2,2,44,5,,14,3.39,2
101978,2,2,44,4,,1,0.18,2
102151,2,2,44,5,,7,1.67,1
102152,2,1,44,5,,15,5,1
102382,2,1,44,5,,15,5,2
102401,2,2,44,2,,4,0.41,2
102410,2,1,44,1,,10,3.42,1
102434,2,2,44,4,,15,5,2
102518,2,2,44,1,,99,,2
102530,1,2,44,3,,9,3.69,2
102642,2,2,44,5,,15,5,2
102666,2,2,44,3,,8,2.89,2
102865,2,2,44,3,,9,5,2
102872,2,2,44,4,,12,,2
102893,2,2,44,3,,6,1.57,2
93718,2,1,45,4,,10,1.18,1
93852,2,2,45,5,,10,2.9,2
94030,2,1,45,3,,15,3.98,2
94047,2,2,45,1,,14,2.72,2
94174,2,2,45,1,,99,,2
94208,2,2,45,4,,14,3.67,2
94497,2,1,45,5,,2,0.4,2
94565,2,2,45,2,,1,0.1,1
94596,2,1,45,3,,15,3.1,1
94648,2,2,45,5,,9,2.89,2
94732,2,2,45,4,,7,1.71,2
94735,2,2,45,2,,5,0.82,1
94801,2,1,45,4,,15,4.32,1
94998,2,1,45,3,,2,0.66,2
95061,2,1,45,1,,10,2.79,1
95302,2,2,45,1,,10,2.79,2
95680,2,2,45,3,,5,1.15,2
95814,2,1,45,4,,14,5,1
95825,2,2,45,3,,5,1.06,2
95918,1,2,45,5,,15,5,1
95950,2,1,45,3,,7,1.78,2
96070,2,1,45,5,,14,5,1
96186,2,1,45,4,,15,3.4,2
96264,2,2,45,4,,15,5,2
96532,2,2,45,3,,6,1.14,2
97123,2,2,45,5,,7,1.39,1
97152,2,2,45,3,,12,,1
97156,2,2,45,5,,14,4.69,2
97236,2,1,45,5,,15,4.17,2
97247,2,1,45,1,,10,3.38,2
97260,2,2,45,2,,6,1.22,2
97352,2,1,45,3,,10,2.21,1
97436,2,1,45,5,,2,0.32,2
97492,2,1,45,3,,6,1.11,1
97672,2,2,45,1,,3,0.48,1
97764,2,1,45,4,,14,3.13,1
97794,2,2,45,5,,7,3.15,2
97901,2,1,45,3,,9,1.77,1
97909,2,2,45,5,,14,4.33,2
98094,2,2,45,1,,10,1.91,2
98144,2,2,45,3,,7,2.43,2
98629,2,1,45,3,,6,1.64,1
98776,2,2,45,3,,7,1.49,1
98780,2,1,45,4,,3,0.36,1
98803,2,1,45,1,,,,1
98932,2,1,45,2,,15,3.32,1
99025,2,2,45,3,,15,5,2
99099,2,2,45,1,,6,1.64,2
99251,2,1,45,3,,15,4.08,1
99321,2,1,45,5,,15,5,2
99344,2,1,45,5,,12,,2
99416,2,1,45,2,,99,,2
99427,2,2,45,3,,10,2.64,2
99505,2,2,45,3,,2,0.25,2
99572,1,2,45,1,,7,1.73,1
99624,2,1,45,3,,3,0.42,1
99844,2,1,45,4,,10,3.18,1
99905,2,1,45,4,,,,2
100099,2,1,45,3,,15,5,1
100145,2,2,45,2,,6,1.1,2
100180,2,1,45,4,,14,5,1
100251,2,2,45,4,,5,1.85,2
100286,2,2,45,4,,,,1
100338,2,1,45,3,,3,0.35,1
100380,2,1,45,3,,,,1
100382,2,1,45,5,,6,1.34,1
100563,2,2,45,4,,77,,1
100772,2,2,45,5,,5,0.96,2
100827,2,2,45,3,,15,4.08,1
100925,2,2,45,4,,8,3.08,2
101112,2,2,45,5,,14,4.76,2
101258,2,1,45,3,,4,0.91,2
101280,1,2,45,3,,15,5,1
101682,2,2,45,3,,14,2.61,2
101695,2,2,45,5,,2,0.79,2
101830,2,2,45,4,,9,2.79,1
101975,1,2,45,4,,77,,2
101977,2,1,45,4,,,,2
102185,2,1,45,4,,10,4.25,1
102322,2,1,45,4,,,,2
102396,2,1,45,5,,3,0.94,1
102501,2,1,45,3,,10,1.67,1
102743,2,1,45,1,,10,0.83,2
102853,2,1,45,3,,3,0.75,2
102854,2,1,45,5,,12,,1
93780,2,2,46,5,,6,1.22,2
94008,2,2,46,1,,13,,1
94029,2,2,46,3,,15,4.15,2
94046,2,1,46,2,,7,1.39,2
94105,2,2,46,1,,15,5,1
94433,2,1,46,4,,6,1.06,2
94457,2,2,46,3,,15,4.81,1
94598,1,1,46,3,,12,,2
94726,2,2,46,3,,15,5,2
94740,2,2,46,5,,6,2.49,2
94812,2,1,46,5,,15,4.58,1
94850,2,1,46,3,,10,1.75,2
94906,2,1,46,3,,15,3.23,2
95005,2,1,46,5,,10,2.81,2
95063,2,2,46,3,,2,0.29,2
95228,2,1,46,3,,15,5,1
95265,2,2,46,1,,6,1.37,2
95390,1,2,46,3,,6,1.82,1
95535,2,1,46,5,,4,1.06,1
95563,2,2,46,3,,15,5,1
95659,2,1,46,4,,1,0.04,2
96050,2,2,46,3,,15,3.1,1
96156,2,1,46,5,,15,5,2
96283,2,1,46,3,,15,4.15,2
96320,2,1,46,3,,2,0.29,2
96390,2,1,46,1,,15,5,1
96508,2,2,46,1,,8,1.7,2
96543,2,2,46,4,,15,5,2
96555,2,1,46,4,,15,3.4,2
96573,2,2,46,3,,15,5,2
96629,2,2,46,4,,8,3.08,2
97022,2,1,46,2,,7,1.29,2
97145,2,2,46,3,,,,1
97186,2,1,46,5,,15,5,1
97410,2,2,46,1,,,,2
97468,2,1,46,3,,8,2.41,1
97561,2,1,46,4,,10,2.06,2
97615,1,1,46,4,,7,3.62,2
97659,2,1,46,2,,1,0.1,1
97743,1,2,46,5,,8,2.2,1
97779,2,2,46,4,,6,1.79,2
97783,2,2,46,4,,8,2.73,1
98082,2,2,46,3,,2,0.44,2
98156,2,2,46,1,,6,1.1,1
98207,2,1,46,5,,77,,1
98496,2,2,46,4,,9,2.65,2
98770,2,2,46,4,,14,3.88,2
98793,2,2,46,5,,15,5,2
98933,2,2,46,3,,15,5,2
99029,2,1,46,4,,7,1.63,2
99224,2,2,46,4,,8,2.03,1
99242,2,2,46,1,,7,1.73,2
99335,2,1,46,5,,14,2.55,1
99419,2,1,46,1,,1,0.01,2
99494,2,2,46,1,,5,0.68,1
99605,2,1,46,3,,15,5,1
99609,2,1,46,4,,14,3.88,2
99618,2,1,46,4,,14,5,2
99665,2,2,46,5,,,,2
99765,2,2,46,1,,8,1.31,1
99778,2,1,46,5,,15,5,2
99821,1,1,46,3,,,,2
99966,2,2,46,5,,8,2.73,1
100324,2,2,46,2,,9,1.82,2
100532,2,2,46,4,,8,2.45,2
100568,2,1,46,1,,15,4.78,2
100636,2,1,46,4,,4,1.15,2
100866,2,1,46,3,,10,2.64,1
100880,2,1,46,3,,6,1.27,2
101034,2,2,46,3,,6,1.02,1
101084,2,2,46,3,,14,4.41,1
101350,2,1,46,3,,1,0.2,2
101355,2,1,46,4,,5,1.2,1
101360,2,1,46,3,,14,1.93,1
101565,2,1,46,4,,,,2
101731,2,1,46,1,,5,0.8,1
101753,2,1,46,5,,77,,1
101894,2,2,46,5,,7,1.43,2
102022,2,1,46,3,,15,4.98,1
102464,2,1,46,3,,14,4.41,2
102516,2,1,46,3,,6,1.15,2
102622,2,1,46,3,,9,1.82,1
102626,2,1,46,1,,8,1.74,2
102758,2,2,46,5,,5,0.64,2
102766,2,2,46,5,,5,0.88,1
102786,2,2,46,5,,15,5,1
93775,2,2,47,5,,12,3.73,2
93840,2,1,47,5,,15,5,2
94431,2,1,47,3,,14,2.55,2
94615,2,2,47,2,,15,5,2
94685,2,2,47,4,,7,2.02,2
95077,2,1,47,5,,14,3.86,1
95206,2,1,47,4,,14,2.37,2
95329,2,1,47,5,,8,1.99,2
95394,2,1,47,1,,7,1.96,2
95455,2,1,47,2,,12,1.24,1
95599,2,1,47,3,,4,1.48,2
95664,2,1,47,3,,4,1.08,1
95731,2,2,47,5,,,,1
95865,2,2,47,4,,7,1.63,1
95914,2,2,47,3,,8,2.77,1
95919,2,1,47,3,,3,0.63,2
95965,1,1,47,5,,,,1
95995,2,2,47,5,,1,0,1
96048,2,1,47,2,,5,0.29,1
96108,2,2,47,1,,6,1.38,1
96253,2,2,47,3,,15,3.98,1
96431,2,1,47,1,,8,2.64,2
96432,2,2,47,5,,15,5,2
96470,2,1,47,3,,7,1.65,2
96582,2,1,47,4,,1,0,1
96758,2,1,47,4,,77,,1
96820,2,1,47,3,,5,1.23,2
96960,2,2,47,4,,1,0,1
97138,2,2,47,3,,5,0.96,1
97210,2,1,47,1,,6,1.11,1
97277,2,1,47,1,,1,0.04,1
97396,2,1,47,4,,5,1.13,1
97418,2,2,47,3,,12,,1
97452,2,2,47,5,,8,2.03,2
97478,2,2,47,1,,10,2,2
97509,2,2,47,3,,9,2.47,2
97550,2,2,47,3,,15,4.17,2
97684,2,2,47,3,,14,3.61,2
97698,2,2,47,2,,15,4.18,2
97714,2,1,47,5,,15,5,2
97747,2,1,47,4,,15,3.47,2
97845,2,1,47,5,,6,0.87,2
97861,2,2,47,3,,99,,1
97995,2,1,47,1,,9,2.39,2
98178,2,1,47,3,,15,5,2
98216,2,1,47,2,,14,2.92,2
98251,2,1,47,3,,12,,2
98310,2,2,47,1,,,,2
98392,2,1,47,4,,14,3.85,1
98471,1,1,47,5,,8,4.12,2
98606,2,1,47,4,,99,,2
98846,2,2,47,3,,3,0.58,2
99095,2,2,47,5,,15,5,1
99226,2,2,47,2,,99,,2
99316,2,1,47,1,,7,1.92,2
99366,2,2,47,1,,15,5,1
99780,1,2,47,5,,8,2.2,2
99842,2,1,47,3,,14,4.57,2
99896,2,1,47,2,,4,0.62,2
100041,2,1,47,3,,15,5,1
100055,2,2,47,5,,15,5,2
100115,2,2,47,3,,8,3.33,2
100119,2,2,47,3,,15,3.79,2
100128,2,1,47,3,,14,3.46,2
100173,2,1,47,3,,5,0.59,2
100298,2,2,47,4,,9,3.34,1
100319,2,2,47,3,,6,1.66,2
100377,2,1,47,5,,15,5,1
100528,2,2,47,3,,15,4.9,2
100764,2,2,47,5,,9,2.08,2
100954,2,1,47,5,,6,0.88,2
101171,2,2,47,3,,,,1
101265,2,2,47,4,,15,5,1
101307,2,2,47,4,,3,0.77,2
101664,2,2,47,3,,4,0.49,1
102008,2,2,47,3,,5,1.23,1
102050,2,1,47,4,,7,3.54,1
102155,2,1,47,1,,99,,1
102201,2,2,47,4,,4,0.6,2
102525,1,1,47,5,,6,1.47,1
102673,2,2,47,5,,8,3.08,1
102759,2,2,47,3,,15,5,2
102790,2,1,47,3,,9,3.03,2
102889,2,1,47,1,,1,0.21,2
102907,2,2,47,4,,,,1
93834,2,2,48,3,,2,0.28,1
93841,2,2,48,5,,15,5,1
93900,2,1,48,1,,7,1.29,2
94246,2,1,48,5,,8,1.99,1
94260,2,2,48,5,,2,0.32,2
94295,2,2,48,5,,15,3.82,1
94314,2,1,48,5,,7,1.79,2
94385,2,2,48,5,,8,2.45,1
94570,2,1,48,3,,5,1.15,2
94623,2,2,48,3,,15,5,1
94879,2,2,48,5,,15,4.08,2
94893,2,2,48,5,,14,3.92,2
94959,2,1,48,4,,15,5,2
94964,2,1,48,1,,7,1.47,2
95149,2,2,48,3,,7,1.96,1
95244,2,2,48,4,,5,1.46,1
95274,2,2,48,3,,9,3.03,1
95506,2,1,48,5,,15,5,2
95537,2,1,48,5,,10,3.43,2
95649,2,1,48,4,,15,5,2
95789,2,2,48,3,,9,3.65,2
95835,2,2,48,2,,13,0.52,2
95969,2,1,48,3,,7,1.49,2
95986,2,1,48,4,,,,1
96137,2,2,48,3,,3,0.53,1
96358,2,2,48,3,,5,1.66,1
96534,2,2,48,4,,,,1
96760,2,1,48,3,,99,,1
96894,2,1,48,2,,15,4.07,2
97280,2,1,48,1,,8,1.89,2
97289,2,2,48,3,,14,4.86,2
97333,2,2,48,5,,14,3.85,2
97437,2,1,48,5,,15,5,2
97555,2,2,48,1,,8,1.99,2
98101,2,1,48,5,,12,,2
98174,2,1,48,4,,7,1.92,2
98300,2,2,48,3,,9,2.44,1
98320,2,2,48,4,,,,2
98495,2,1,48,3,,14,1.81,1
98556,2,1,48,5,,15,5,2
98628,2,1,48,1,,99,,2
98832,2,2,48,4,,7,1.96,2
98880,2,1,48,1,,99,,1
98923,2,2,48,4,,3,0.4,2
98926,2,2,48,5,,5,0.64,1
98947,2,1,48,5,,5,0.88,1
99111,2,2,48,4,,5,0.88,1
99260,2,2,48,3,,14,4.62,1
99370,2,2,48,4,,5,1.18,2
99392,2,2,48,4,,15,5,1
99431,2,2,48,5,,10,3.07,2
99464,2,1,48,3,,1,0.09,2
99596,2,1,48,5,,10,2.59,1
99599,2,2,48,3,,15,5,2
99661,2,2,48,4,,4,1.2,2
99694,2,1,48,3,,15,5,1
99811,2,2,48,1,,99,,2
99813,2,1,48,5,,15,5,2
99838,2,2,48,3,,10,2.79,2
99959,2,1,48,4,,8,2.92,2
99994,2,2,48,1,,99,,2
100062,2,2,48,5,,14,3.59,2
100205,2,1,48,4,,8,2.45,2
100305,2,1,48,5,,8,1.52,2
100436,2,2,48,1,,5,0.93,2
100698,2,2,48,5,,15,5,1
100765,2,2,48,5,,13,,2
101119,2,2,48,1,,2,0.29,2
101194,2,2,48,3,,14,5,1
101222,2,1,48,5,,15,5,2
101438,2,2,48,2,,9,2.89,2
101542,2,1,48,5,,15,3.4,2
101841,2,1,48,4,,15,5,2
101920,2,1,48,5,,15,4.93,2
102012,2,2,48,4,,1,0.12,2
102215,2,1,48,3,,15,5,1
102218,2,2,48,4,,7,1.54,2
102248,2,1,48,5,,10,3.38,1
102620,2,1,48,5,,,,2
102819,2,2,48,3,,15,4.81,1
102934,2,1,48,4,,9,2.89,2
102943,2,2,48,1,,15,4.31,2
93949,2,2,49,5,,15,5,2
94137,2,2,49,4,,15,4.86,2
94139,2,2,49,2,,4,1.15,2
94183,2,1,49,3,,15,5,1
94427,2,2,49,5,,9,1.94,2
94510,2,2,49,3,,15,5,2
94618,2,1,49,3,,9,4.94,2
94903,2,1,49,4,,15,5,2
95033,2,2,49,5,,10,2.12,2
95403,2,2,49,3,,5,1.22,2
95674,2,1,49,4,,15,5,1
95738,2,2,49,5,,3,0.48,2
95968,2,2,49,5,,6,1.67,1
96003,2,2,49,1,,4,1.02,1
96064,2,1,49,5,,15,5,1
96276,2,1,49,4,,5,1.97,2
96282,2,1,49,3,,7,1.46,1
96332,2,1,49,3,,8,1.99,1
96340,2,1,49,3,,14,5,2
96483,2,2,49,4,,10,3.31,2
96651,2,2,49,4,,77,,2
96818,2,1,49,4,,5,0.88,2
96869,2,1,49,4,,4,0.95,1
96915,2,1,49,3,,15,5,1
96970,2,2,49,5,,9,2.04,2
97107,2,1,49,5,,10,1.91,2
97228,2,1,49,3,,13,,2
97365,2,2,49,3,,10,1.75,2
97554,2,1,49,3,,8,1.19,2
97641,2,2,49,3,,,,2
97683,2,2,49,1,,14,4.45,1
97835,2,2,49,4,,12,,2
97878,2,2,49,4,,10,4.07,2
98015,2,1,49,4,,3,0.9,2
98046,2,2,49,3,,4,0.64,1
98180,2,1,49,1,,5,1.73,1
98267,2,1,49,4,,13,,1
98524,2,2,49,4,,9,2.24,2
98593,1,2,49,5,,15,5,2
99200,2,2,49,4,,6,0.77,2
99257,2,2,49,1,,14,1.78,1
99258,2,1,49,4,,15,5,2
99407,2,2,49,4,,14,3.25,2
99448,2,1,49,5,,3,0.61,2
99766,2,1,49,5,,15,5,1
99873,2,1,49,5,,,,2
100348,2,2,49,4,,14,5,1
100376,2,1,49,4,,15,5,2
100415,2,2,49,4,,15,5,2
100693,2,2,49,4,,15,4.98,2
100717,2,2,49,3,,3,0.82,2
101019,2,1,49,3,,10,4,1
101052,2,2,49,4,,77,,2
101106,2,2,49,4,,15,5,2
101160,2,2,49,1,,15,3.47,2
101386,2,2,49,2,,5,1.37,2
101448,2,1,49,5,,3,0.73,1
101484,2,1,49,3,,15,5,1
101593,2,2,49,5,,5,0.7,2
101764,2,1,49,4,,15,5,1
101861,2,2,49,3,,15,5,2
101875,2,2,49,5,,15,5,2
102081,2,2,49,3,,5,1.27,2
102204,2,2,49,3,,8,1.83,1
102238,2,2,49,3,,2,0.82,2
102405,2,1,49,1,,7,2.88,1
102768,2,1,49,3,,14,5,1
93839,2,2,50,3,,,,2
93853,2,1,50,1,,4,0.4,1
93863,2,1,50,5,,77,,1
93940,2,1,50,3,,15,3.79,2
94054,2,1,50,1,,7,1.19,2
94118,2,2,50,2,,13,,1
94123,1,2,50,4,,,,2
94259,2,2,50,5,,9,2.09,1
94324,2,2,50,3,,15,5,2
94894,2,1,50,3,,15,5,2
94896,2,2,50,4,,5,0.6,2
94930,2,2,50,4,,77,,1
94932,1,1,50,3,,10,3.13,2
95053,2,1,50,3,,13,,2
95088,2,2,50,1,,10,2.43,2
95123,2,2,50,2,,15,5,2
95216,2,1,50,5,,15,4.93,2
95352,2,2,50,3,,4,1.41,2
95594,2,1,50,5,,,,1
95641,2,2,50,5,,13,,1
95694,2,2,50,5,,14,3.66,2
95704,2,1,50,5,,15,4.9,2
95770,2,1,50,4,,5,1.87,2
95910,2,1,50,5,,8,1.54,1
95912,2,1,50,3,,15,5,2
96189,2,1,50,5,,9,3.49,2
96372,2,1,50,5,,8,2.45,2
96448,2,2,50,1,,14,5,2
96501,2,1,50,2,,7,1.96,2
96719,2,2,50,4,,4,0.95,1
96912,2,1,50,4,,15,5,1
97013,2,1,50,1,,1,0.1,2
97032,2,1,50,3,,15,5,1
97342,1,2,50,4,,5,1.46,2
97462,2,1,50,2,,15,5,1
97548,2,2,50,5,,6,2.16,2
97570,2,2,50,5,,14,4.62,1
97572,2,1,50,3,,8,1.95,2
97706,2,1,50,1,,14,2.72,2
97748,2,2,50,5,,14,4.57,2
97762,2,2,50,3,,15,5,2
97827,2,1,50,5,,15,5,2
98202,2,1,50,4,,14,4.62,2
98220,2,1,50,4,,12,,2
98271,2,1,50,5,,15,5,2
98595,2,2,50,1,,13,,2
98748,2,1,50,3,,12,1.4,2
98840,2,2,50,5,,6,1.22,2
98845,2,2,50,5,,13,,1
99097,1,1,50,3,,6,2.07,2
99102,2,1,50,1,,6,0.96,1
99167,2,2,50,4,,15,5,1
99263,2,2,50,5,,7,1.92,2
99305,2,1,50,2,,8,2.73,1
99619,2,1,50,1,,3,0.91,2
99759,2,1,50,1,,10,2.79,1
99819,2,1,50,3,,6,2.47,2
99900,2,1,50,4,,77,,1
100105,2,2,50,4,,14,4.62,2
100421,2,2,50,2,,9,3.65,2
100447,2,1,50,3,,14,2.03,2
100575,2,2,50,5,,15,5,2
100986,2,2,50,2,,6,1.35,2
101181,2,2,50,2,,14,4.74,1
101230,2,2,50,4,,6,1.05,2
101464,2,2,50,3,,12,1.53,1
101475,2,2,50,1,,,,2
101878,2,2,50,2,,15,4.07,1
102030,2,2,50,1,,8,1.41,2
102072,2,2,50,1,,4,0.94,2
102333,2,2,50,4,,15,4.07,1
102553,2,1,50,5,,9,4.98,2
102556,2,1,50,2,,6,1.47,2
102581,2,1,50,4,,14,5,1
102667,2,1,50,1,,8,1.7,2
102737,2,2,50,3,,7,1.92,2
102750,2,1,50,5,,77,,1
102753,2,1,50,3,,9,3.65,2
102754,2,1,50,4,,15,5,2
102886,2,2,50,5,,,,2
94258,2,1,51,3,,8,2.57,1
94736,2,1,51,5,,14,3.88,2
94748,2,2,51,4,,1,0,2
94863,2,1,51,2,,6,0.83,1
95093,2,2,51,1,,5,0.96,1
95143,2,2,51,1,,8,1.89,1
95413,2,2,51,3,,3,1,2
